District,YEAR,avg_temp,avg_max_temp,temp_range_stddev,avg_humidity,avg_wind,annual_precip,precip_zscore,avg_temp_lag1,annual_precip_lag1,precip_zscore_lag1,temp_range_stddev_lag1,highheat_days_lag1,predicted_highheat_days
Arghakhanchi,2030,22.01756445941093,27.878064849267005,3.403771864772518,60.41272998812487,1.9359385046499757,1620.8760936509052,0.903358551118846,22.273540274463155,1620.9763159497109,0.9056906438499326,3.381768205226618,7.811120543293718,5.446461219763311
Arghakhanchi,2031,22.108879870937642,27.84658684144798,3.424571402996984,60.43476593727287,2.0462476123607454,1620.9075495171162,0.8490531617875795,22.01756445941093,1620.8760936509052,0.903358551118846,3.403771864772518,7.811120543293718,5.569929309779044
Arghakhanchi,2032,22.248885284708848,27.951037769815176,3.5728946663875933,60.30030258875022,2.105565877721906,1620.9967840253528,0.9158764720969668,22.108879870937642,1620.9075495171162,0.8490531617875795,3.424571402996984,7.811120543293718,12.491520946056209
Arghakhanchi,2033,22.05517621922888,27.937813358792695,3.6486699127811892,60.1800223333487,2.1739944246011955,1621.0780486246595,0.9497046378722345,22.248885284708848,1620.9967840253528,0.9158764720969668,3.5728946663875933,7.811120543293718,10.451185545553578
Arghakhanchi,2034,21.862811975749437,28.113325341449972,3.6214175000720865,60.128688892203506,2.346694484652966,1621.099562949929,0.8999828027929622,22.05517621922888,1621.0780486246595,0.9497046378722345,3.6486699127811892,7.811120543293718,10.373753550387184
Arghakhanchi,2035,21.90353360013247,28.18326735320734,3.7558390947344167,60.04140336402031,2.3186889139005205,1621.0313958316158,1.0083367728644115,21.862811975749437,1621.099562949929,0.8999828027929622,3.6214175000720865,7.811120543293718,11.34251619082559
Arghakhanchi,2036,22.083478357766243,28.297158221533007,3.765683825531961,60.07619362360561,2.175873945645559,1620.9989924587853,0.9933715283926476,21.90353360013247,1621.0313958316158,1.0083367728644115,3.7558390947344167,7.811120543293718,15.449116180822124
Arghakhanchi,2037,21.8879487666112,28.111523584154053,3.8812671216636088,60.05584002266499,2.3844142146602323,1621.0256896754736,1.0291510890706677,22.083478357766243,1620.9989924587853,0.9933715283926476,3.765683825531961,7.811120543293718,12.60773707123929
Arghakhanchi,2038,21.963127463446735,28.062061576015246,3.8411588444220497,60.11311763906125,2.314017329853044,1620.7967553715773,1.0760584279003362,21.8879487666112,1621.0256896754736,1.0291510890706677,3.8812671216636088,7.811120543293718,12.60773707123929
Arghakhanchi,2039,21.849127086731865,27.87238220810979,3.937573956066728,60.07644724036281,2.2845789030851384,1620.903232694851,1.1673946793736003,21.963127463446735,1620.7967553715773,1.0760584279003362,3.8411588444220497,7.811120543293718,12.836941997151026
Arghakhanchi,2040,21.97873849158889,27.844948697884902,3.9709933202626306,59.9537290892365,2.133956143137695,1621.0676145204143,1.3599887375976143,21.849127086731865,1620.903232694851,1.1673946793736003,3.937573956066728,7.811120543293718,11.763528255841848
Arghakhanchi,2041,21.88291268154481,27.830903334598595,4.063713864115323,59.86383447356942,2.1316524988377923,1621.10456994786,1.4163677870476152,21.97873849158889,1621.0676145204143,1.3599887375976143,3.9709933202626306,7.811120543293718,16.590195993067578
Arghakhanchi,2042,21.948007859469275,27.801047308528243,3.9414907191088338,59.91757977347655,2.1838120276495956,1621.0755790640785,1.431780960247851,21.88291268154481,1621.10456994786,1.4163677870476152,4.063713864115323,7.811120543293718,11.763528255841848
Arghakhanchi,2043,21.775535783953874,27.8969917621482,3.947686338811207,59.93279851938326,2.3667427781244843,1621.125998953562,1.3473195034764365,21.948007859469275,1621.0755790640785,1.431780960247851,3.9414907191088338,7.811120543293718,11.763528255841848
Arghakhanchi,2044,21.75015892368523,27.900425568366348,3.7863438616697564,59.8481226865091,2.400500913533583,1621.2723375966357,1.2317330009105034,21.775535783953874,1621.125998953562,1.3473195034764365,3.947686338811207,7.811120543293718,12.39320573622325
Arghakhanchi,2045,21.679975768736377,28.059762168321804,3.878312327449261,59.89240446192559,2.421021385820079,1621.5168223024823,1.157330453461485,21.75015892368523,1621.2723375966357,1.2317330009105034,3.7863438616697564,7.811120543293718,13.185347885604203
Arghakhanchi,2046,21.65766261270807,27.93401399382807,3.958487217690538,59.76181500785497,2.524776232489979,1621.622885973113,1.0532863487356194,21.679975768736377,1621.5168223024823,1.157330453461485,3.878312327449261,7.811120543293718,12.956142959692468
Arghakhanchi,2047,21.639995606011613,27.958787775383016,3.9684293025977806,59.69416537495766,2.589279680279193,1621.6849796789666,1.1436263179931263,21.65766261270807,1621.622885973113,1.0532863487356194,3.958487217690538,7.811120543293718,12.918309672372782
Arghakhanchi,2048,21.565147700106596,27.97621554431426,3.9765325333595474,59.78696329776704,2.5803841607269393,1621.5195983804972,1.112855063852801,21.639995606011613,1621.6849796789666,1.1436263179931263,3.9684293025977806,7.811120543293718,14.464444244435558
Arghakhanchi,2049,21.59458277717547,27.94647401236757,4.057200071149221,59.86977691842422,2.7005588671235055,1621.4671064133197,1.2687864595711698,21.565147700106596,1621.5195983804972,1.112855063852801,3.9765325333595474,7.811120543293718,17.974182335510246
Arghakhanchi,2050,21.311393598748722,27.958193371443148,3.9646219411026333,59.803883836166825,2.665155613965823,1621.5098428719523,1.3984071631489994,21.59458277717547,1621.4671064133197,1.2687864595711698,4.057200071149221,7.811120543293718,12.111934144295025
Baglung,2020,13.332673153479513,18.16056990197792,2.9892339076951115,69.81133888167929,2.023705869175338,1875.3278718683086,1.7621621538486727,13.266876712328768,1875.5,1.6929458853613824,3.0694130281697403,0.0,-0.09430328634562243
Baglung,2021,13.341412086869541,18.31786896761138,3.096919522551682,69.68123254243368,2.055658777682231,1875.1276288656472,1.9197064209196517,13.332673153479513,1875.3278718683086,1.7621621538486727,2.9892339076951115,7.811120543293718,2.0121961360790857
Baglung,2022,13.312295129506365,18.351711197331714,3.1951238408279217,69.62306044009155,1.9833874726434921,1875.1438887834897,1.7743067661439158,13.341412086869541,1875.1276288656472,1.9197064209196517,3.096919522551682,7.811120543293718,2.0121961360790857
Baglung,2023,13.331352313473877,18.518481924187576,3.4363952480306748,69.68065689036007,2.260470029884657,1875.1687664975843,1.814584105979213,13.312295129506365,1875.1438887834897,1.7743067661439158,3.1951238408279217,7.811120543293718,2.247487942973286
Baglung,2024,13.243864700078534,18.538672164570762,3.5685678545339172,69.40110389203838,2.2577279583057437,1875.0410542703628,1.7024245216078102,13.331352313473877,1875.1687664975843,1.814584105979213,3.4363952480306748,7.811120543293718,8.597570796475942
Baglung,2025,13.346134674934094,18.663579363086523,3.5187548501776402,69.3280115011437,2.319245764783331,1874.9388568425522,1.6935294165993038,13.243864700078534,1875.0410542703628,1.7024245216078102,3.5685678545339172,7.811120543293718,3.2577280269551214
Baglung,2026,13.272587686064156,18.727750250600447,3.4670344670996425,69.3566915857031,2.294999640474342,1875.0115439674194,1.8251542123227869,13.346134674934094,1874.9388568425522,1.6935294165993038,3.5187548501776402,7.811120543293718,2.0421774383247118
Baglung,2027,13.179197467992205,18.874980493820306,3.4490940351232875,69.2730887874729,2.264429820711243,1874.9734112832089,1.9253015213626372,13.272587686064156,1875.0115439674194,1.8251542123227869,3.4670344670996425,7.811120543293718,2.7639628315933176
Baglung,2028,13.278234769421587,18.859923265106914,3.6253639279835452,69.34050132408322,2.2089311069761477,1874.7475447233828,1.9883512449511063,13.179197467992205,1874.9734112832089,1.9253015213626372,3.4490940351232875,7.811120543293718,8.429984570884502
Baglung,2029,13.306319659389226,18.97984816438438,3.8781071641817606,69.31055767687783,2.1305701371899652,1874.8955153789166,2.020229622798095,13.278234769421587,1874.7475447233828,1.9883512449511063,3.6253639279835452,7.811120543293718,10.120814678861164
Baglung,2030,13.073662060813284,18.771791595744823,3.865427825010323,69.27052148165006,2.184998101679891,1874.893591548081,1.991411736895739,13.306319659389226,1874.8955153789166,2.020229622798095,3.8781071641817606,7.811120543293718,11.080757285200558
Baglung,2031,12.999969188482426,18.80898803669626,3.963071685525203,69.28220273083708,2.2918287179678796,1874.9361419566678,1.9563661172315112,13.073662060813284,1874.893591548081,1.991411736895739,3.865427825010323,7.811120543293718,10.314422706076217
Baglung,2032,13.009365694259653,18.819691723084077,3.8982948458316695,69.45837941363176,2.1193613302094234,1875.0266049842755,1.753929643373804,12.999969188482426,1874.9361419566678,1.9563661172315112,3.963071685525203,7.811120543293718,7.210155987655226
Baglung,2033,13.197530693494278,18.83971083309255,3.8386255028784513,69.43455148642,1.9257986627582608,1875.004929373588,1.8052203160020954,13.009365694259653,1875.0266049842755,1.753929643373804,3.8982948458316695,7.811120543293718,7.695107455632425
Baglung,2034,13.336135845833814,18.808641983506487,3.8206560970695764,69.46987329002198,1.80682687994784,1874.857781145289,1.7654246745934754,13.197530693494278,1875.004929373588,1.8052203160020954,3.8386255028784513,7.811120543293718,7.247989274974913
Baglung,2035,13.322518216650385,18.570875828969157,3.79159384070951,69.5153482380553,1.9394075424047683,1874.8239094548746,1.6582013702491003,13.336135845833814,1874.857781145289,1.7654246745934754,3.8206560970695764,7.811120543293718,6.842086301366823
Baglung,2036,13.254719239147507,18.647070624146288,3.882143846241765,69.44457323995535,2.094084808637975,1874.832409940698,1.7165624440488698,13.322518216650385,1874.8239094548746,1.6582013702491003,3.79159384070951,7.811120543293718,7.247989274974913
Baglung,2037,13.405081170802,18.702162590456204,4.006859962345926,69.4924808761356,2.2250893732855292,1874.8389917519107,1.79794636564647,13.254719239147507,1874.832409940698,1.7165624440488698,3.882143846241765,7.811120543293718,8.794123847037685
Baglung,2038,13.367607443210705,18.755508321933853,4.020817674844152,69.36615236251758,2.3234124280947426,1874.914652578183,1.8933152658412087,13.405081170802,1874.8389917519107,1.79794636564647,4.006859962345926,7.811120543293718,8.756290559718
Baglung,2039,13.319050347072414,18.757663598809124,4.12464684983222,69.44134767440663,2.366371054099822,1874.9162850370533,1.831738413866463,13.367607443210705,1874.914652578183,1.8933152658412087,4.020817674844152,7.811120543293718,9.898606970432239
Baglung,2040,13.270345575011248,18.759858791169634,3.8747876900548106,69.48843565814178,2.3739448334150173,1874.8773232204828,1.7152746538342252,13.319050347072414,1874.9162850370533,1.831738413866463,4.12464684983222,7.811120543293718,7.210155987655226
Baglung,2041,13.283003574689378,18.735579226636997,3.7831391522105524,69.29717115862091,2.3178541488250635,1874.9911602440518,1.8491504246143307,13.270345575011248,1874.8773232204828,1.7152746538342252,3.8747876900548106,7.811120543293718,6.842086301366823
Baglung,2042,13.371288338270709,18.673508441379,3.8299359340838155,69.19073826266602,2.312890402469903,1874.9157809793392,1.979555240310198,13.283003574689378,1874.9911602440518,1.8491504246143307,3.7831391522105524,7.811120543293718,7.247989274974913
Baglung,2043,13.44463725918519,18.647560217476,3.8318113719294162,69.18206043681235,2.405605678913068,1874.835323149823,1.9320215855800185,13.371288338270709,1874.9157809793392,1.979555240310198,3.8299359340838155,7.811120543293718,10.314422706076217
Baglung,2044,13.527357196905982,18.396326364208203,3.938751109811907,69.33824910092538,2.3110628407453606,1874.7984511838868,1.9547106288652545,13.44463725918519,1874.835323149823,1.9320215855800185,3.8318113719294162,7.811120543293718,7.247989274974913
Baglung,2045,13.589335173612934,18.408126459689452,4.005654587299654,69.30083574177624,2.209348975414631,1874.7873062163108,2.0202387226668925,13.527357196905982,1874.7984511838868,1.9547106288652545,3.938751109811907,7.811120543293718,8.756290559718
Baglung,2046,13.613706452203571,18.417940638257388,4.036309347758637,69.19476882710661,2.1224050451690983,1874.7460640690788,1.976386970471181,13.589335173612934,1874.7873062163108,2.0202387226668925,4.005654587299654,7.811120543293718,13.574417460758497
Baglung,2047,13.597979366977578,18.39897471493828,4.204754453760763,69.0956526751318,2.075861922090765,1874.7365897955683,1.985501421357787,13.613706452203571,1874.7460640690788,1.976386970471181,4.036309347758637,7.811120543293718,15.083827362877834
Baglung,2048,13.861707025271516,18.366103969924907,4.093624781152525,69.18123158055245,2.0838923516869947,1874.7476550584354,1.9969377135306667,13.597979366977578,1874.7365897955683,1.985501421357787,4.204754453760763,7.811120543293718,12.965040401533546
Baglung,2049,13.838106228624893,18.349645567861042,4.111158850010823,68.96169016167565,2.2398454704509647,1874.842320240219,1.9562480435141607,13.861707025271516,1874.7476550584354,1.9969377135306667,4.093624781152525,7.811120543293718,12.965040401533546
Baglung,2050,13.721731521449668,18.222695924715556,4.080815116038908,68.86819189125312,2.1716644974100503,1874.9266538123663,2.068057183911698,13.838106228624893,1874.842320240219,1.9562480435141607,4.111158850010823,7.811120543293718,11.02835723803952
Baitadi,2020,9.330139055432284,15.21098633580877,3.3678610210746567,65.28598141018625,2.2399556460526644,821.528536073404,1.0392525672006176,9.363013698630136,821.62,1.053611110143172,3.3916464043187555,0.0,0.2560309809623944
Baitadi,2021,9.365561989149944,15.16401991589973,3.314013669445974,65.3202932484095,2.227669664026521,821.6508135756214,1.0041185079261676,9.330139055432284,821.528536073404,1.0392525672006176,3.3678610210746567,7.811120543293718,2.067599112261545
Baitadi,2022,9.222903791610964,15.104172889264671,3.334557373007275,65.36560321303826,2.2427303960860803,821.5576637959653,0.9997069315609097,9.365561989149944,821.6508135756214,1.0041185079261676,3.314013669445974,7.811120543293718,1.985970476495029
Baitadi,2023,9.199304465056713,14.98774733604469,3.2347607640991756,65.35515999938495,2.262584953110023,821.5233386583279,0.9961343903039878,9.222903791610964,821.5576637959653,0.9997069315609097,3.334557373007275,7.811120543293718,1.7257051177250537
Baitadi,2024,9.050849912124983,14.867084636027244,3.2043692418440197,65.38564688096744,2.203523400124085,821.5328602884007,1.0621062341549063,9.199304465056713,821.5233386583279,0.9961343903039878,3.2347607640991756,7.811120543293718,1.8508022298520475
Baitadi,2025,8.92377571418705,15.052773282562804,3.289368598630341,65.51761930197384,2.191056430489552,821.4862493208881,1.2368623142170543,9.050849912124983,821.5328602884007,1.0621062341549063,3.2043692418440197,7.811120543293718,2.1644734097672087
Baitadi,2026,8.971387172941114,15.138752087368815,3.2256884092014584,65.4890147396738,2.172048649290298,821.4849717090697,1.1924347529508728,8.92377571418705,821.4862493208881,1.2368623142170543,3.289368598630341,7.811120543293718,1.7100471946940243
Baitadi,2027,9.05472387638599,15.086565003985376,3.221337593562006,65.49818986315944,2.0622335166001347,821.5359689386307,1.092920184678367,8.971387172941114,821.4849717090697,1.1924347529508728,3.2256884092014584,7.811120543293718,1.8508022298520475
Baitadi,2028,9.057617102216916,15.071585007151207,3.253657244776614,65.53559331962158,1.9997892733038192,821.6002723749787,1.0768168213940277,9.05472387638599,821.5359689386307,1.092920184678367,3.221337593562006,7.811120543293718,1.9640707255357694
Baitadi,2029,8.945918554199768,15.13597568821928,3.2551020333417915,65.51413872767881,2.1296424369688194,821.4900134399331,1.1274272881519478,9.057617102216916,821.6002723749787,1.0768168213940277,3.253657244776614,7.811120543293718,1.9640707255357694
Baitadi,2030,8.893563292327737,15.07719129163896,3.2374816507257935,65.53215869258078,2.2437773926123965,821.5148692987333,1.2260101729032766,8.945918554199768,821.4900134399331,1.1274272881519478,3.2551020333417915,7.811120543293718,1.8508022298520475
Baitadi,2031,8.928601976010626,14.82547596745069,3.3415320765552576,65.49228731049419,2.2644502256128387,821.5272377454239,1.316443431094973,8.893563292327737,821.5148692987333,1.2260101729032766,3.2374816507257935,7.811120543293718,2.126725511653052
Baitadi,2032,8.831277237584905,14.692106847188638,3.4231724714477494,65.38928193502942,2.364050271545598,821.5623626880861,1.2529939455895804,8.928601976010626,821.5272377454239,1.316443431094973,3.3415320765552576,7.811120543293718,2.070543449987499
Baitadi,2033,8.790820421421433,14.797597137641759,3.5680424278780887,65.39154705080952,2.327287493796939,821.4330995215685,1.2954045915475418,8.831277237584905,821.5623626880861,1.2529939455895804,3.4231724714477494,7.811120543293718,5.9248819950261895
Baitadi,2034,9.048210788967234,14.798231808101066,3.6946840311372573,65.48718117374415,2.2386184764727006,821.4095428863367,1.2944329345884977,8.790820421421433,821.4330995215685,1.2954045915475418,3.5680424278780887,7.811120543293718,5.029554588894076
Baitadi,2035,9.065638243789174,14.741722220069429,3.6652772200948056,65.41395433873049,2.364557547377816,821.3937692406257,1.1064273376761453,9.048210788967234,821.4095428863367,1.2944329345884977,3.6946840311372573,7.811120543293718,5.022512849141071
Baitadi,2036,8.95024873934206,14.875188381650839,3.6633066111844874,65.30383857525199,2.2216617448375833,821.2947341630298,0.964567684782944,9.065638243789174,821.3937692406257,1.1064273376761453,3.6652772200948056,7.811120543293718,5.022512849141071
Baitadi,2037,9.044990265459157,14.850223554750645,3.755119159276407,65.42402505472934,2.0955195637140487,821.3168183514615,0.8605676299348082,8.95024873934206,821.2947341630298,0.964567684782944,3.6633066111844874,7.811120543293718,4.336148807639493
Baitadi,2038,8.781942227555941,14.813380563946357,3.6409465891738977,65.37773334181757,2.177576003715512,821.3423581251776,0.7278666925590387,9.044990265459157,821.3168183514615,0.8605676299348082,3.755119159276407,7.811120543293718,3.8710886950169923
Baitadi,2039,8.771523920151257,14.825552021314634,3.535045773260045,65.51215165172184,2.3683524410993937,821.4311988530081,0.6993195013063026,8.781942227555941,821.3423581251776,0.7278666925590387,3.6409465891738977,7.811120543293718,0.8343000634444667
Baitadi,2040,8.853334575183949,14.70921621889546,3.555151559179226,65.56805596674266,2.396991732078389,821.5683916634863,0.6626556230587668,8.771523920151257,821.4311988530081,0.6993195013063026,3.535045773260045,7.811120543293718,0.8343000634444667
Baitadi,2041,8.762075972076891,14.732514169627413,3.5969841215668197,65.5845519672534,2.413346053645518,821.4954515431389,0.6496949505596823,8.853334575183949,821.5683916634863,0.6626556230587668,3.555151559179226,7.811120543293718,3.2372545413510694
Baitadi,2042,8.714473978290798,14.635515987504993,3.6168398597644167,65.62205010071372,2.246114125672764,821.5841820244735,0.5748657810673687,8.762075972076891,821.4954515431389,0.6496949505596823,3.5969841215668197,7.811120543293718,3.2372545413510694
Baitadi,2043,8.769332602104978,14.80463221273034,3.677359236833941,65.64628712802407,2.1894006885881274,821.7904728543831,0.5371506618307776,8.714473978290798,821.5841820244735,0.5748657810673687,3.6168398597644167,7.811120543293718,3.368159349225684
Baitadi,2044,8.730802202647741,14.485187200505095,3.733991524437322,65.4647864399736,2.2241296471852374,821.9182072222981,0.839643211434213,8.769332602104978,821.7904728543831,0.5371506618307776,3.677359236833941,7.811120543293718,3.36111760947268
Baitadi,2045,8.824424097215603,14.687092612252057,3.472168834258033,65.41891737073648,2.172175397524382,822.0264213943321,0.7147038896649014,8.730802202647741,821.9182072222981,0.839643211434213,3.733991524437322,7.811120543293718,0.15588334173179347
Baitadi,2046,8.80110156082399,14.66932539666645,3.384724893937623,65.48566881501921,2.19174308213558,821.999813617805,0.5522694158884613,8.824424097215603,822.0264213943321,0.7147038896649014,3.472168834258033,7.811120543293718,1.026898909584239
Baitadi,2047,8.87264145185357,14.67086501868403,3.296591291209451,65.49911392388175,2.2587675948020474,822.2080526644044,0.37062379642760845,8.80110156082399,821.999813617805,0.5522694158884613,3.384724893937623,7.811120543293718,1.637381919566922
Baitadi,2048,8.74397285320284,14.664284696056423,3.4367012781205344,65.42846516136683,2.396015201936299,822.1825453264998,0.40749006831479573,8.87264145185357,822.2080526644044,0.37062379642760845,3.296591291209451,7.811120543293718,1.5151218088936012
Baitadi,2049,8.657608036924831,14.877659260766421,3.391097890466212,65.55545907149187,2.281938411234614,822.104297731769,0.447886601996121,8.74397285320284,822.1825453264998,0.40749006831479573,3.4367012781205344,7.811120543293718,2.0980350999534303
Baitadi,2050,8.556710109617338,14.801527253028338,3.420265278240992,65.67763603417718,2.046581910051417,822.1960156692041,0.3129599924945273,8.657608036924831,822.104297731769,0.447886601996121,3.391097890466212,7.811120543293718,1.759405230777401
Bajang,2020,4.646719247637055,10.71662625742131,3.5462740023571477,70.64266357978575,2.3996860428877733,767.4500421584958,1.1824682071547994,4.708301369863014,767.35,1.3144515520197655,3.5705853111356336,0.0,-0.4242320294574607
Bajang,2021,4.737055080884389,10.81674894280132,3.3383285056044927,70.7488213508014,2.5608148789650054,767.4730122566683,1.3879846051878388,4.646719247637055,767.4500421584958,1.1824682071547994,3.5462740023571477,7.811120543293718,1.3549807105156806
Bajang,2022,4.832894047110196,10.731021009561093,3.3549997307962527,70.74230473637647,2.5670930960277802,767.4700001294884,1.266157205723755,4.737055080884389,767.4730122566683,1.3879846051878388,3.3383285056044927,7.811120543293718,2.111174924894302
Bajang,2023,4.873876514145385,10.85127725551216,3.3088505794739027,70.93686338664976,2.470978102430267,767.4651600568942,1.2307496129308642,4.832894047110196,767.4700001294884,1.266157205723755,3.3549997307962527,7.811120543293718,2.067599112261545
Bajang,2024,4.837574596266816,11.089654171071663,3.3345384505847395,71.07499269571187,2.4051743647816797,767.6474178041472,1.2049714515340402,4.873876514145385,767.4651600568942,1.2307496129308642,3.3088505794739027,7.811120543293718,1.985970476495029
Bajang,2025,4.81332167483601,11.088899263144475,3.2665962798907917,70.96542798907228,2.4465601407812185,767.673058930263,1.2303548100466701,4.837574596266816,767.6474178041472,1.2049714515340402,3.3345384505847395,7.811120543293718,1.8389736134087755
Bajang,2026,4.647866588499258,11.032585272103322,3.4148181067969285,71.04219311352342,2.440385235135639,767.5836361657206,1.295287019382531,4.81332167483601,767.673058930263,1.2303548100466701,3.2665962798907917,7.811120543293718,1.9453390015882244
Bajang,2027,4.681557747179501,11.047678868660384,3.466221891945197,70.9778650745402,2.2980133059611685,767.4993273626545,1.372735350304598,4.647866588499258,767.5836361657206,1.295287019382531,3.4148181067969285,7.811120543293718,2.528252292648053
Bajang,2028,4.702033163764056,11.188593775972837,3.43808064658054,70.96388479010776,2.3052399543378868,767.4892326945255,1.28477524072502,4.681557747179501,767.4993273626545,1.372735350304598,3.466221891945197,7.811120543293718,2.00193010775105
Bajang,2029,4.692465060103959,11.067176895867588,3.586171559846358,70.96378271668503,2.3188439182327745,767.7109216626319,1.2187831498398851,4.702033163764056,767.4892326945255,1.28477524072502,3.43808064658054,7.811120543293718,5.9248819950261895
Bajang,2030,4.670386482432672,11.062712642377697,3.5544199158333867,71.14902481055788,2.3554587828670606,767.6965899810166,1.4961778777551464,4.692465060103959,767.7109216626319,1.2187831498398851,3.586171559846358,7.811120543293718,2.495695303112855
Bajang,2031,4.695978762034735,11.056858636496345,3.503791069856599,71.24417336238709,2.449473961800469,767.7406773912662,1.4572186407491101,4.670386482432672,767.6965899810166,1.4961778777551464,3.5544199158333867,7.811120543293718,1.5499908879589737
Bajang,2032,4.879157425427489,11.04402302823847,3.5756146041734826,71.27536545499187,2.4056477641301086,767.6313670130094,1.5761332183130718,4.695978762034735,767.7406773912662,1.4572186407491101,3.503791069856599,7.811120543293718,4.676774416860579
Bajang,2033,4.8665734446642235,10.996933832908532,3.437660907942047,71.35389235010601,2.501364062102192,767.5971970377403,1.4117734322581958,4.879157425427489,767.6313670130094,1.5761332183130718,3.5756146041734826,7.811120543293718,1.314349235608877
Bajang,2034,4.875323091796587,11.038226783691051,3.3648501723389086,71.32350431740053,2.398752325193365,767.679271188899,1.5388716127332585,4.8665734446642235,767.5971970377403,1.4117734322581958,3.437660907942047,7.811120543293718,2.568883767554857
Bajang,2035,4.9914434776770245,10.966169161486802,3.3750046839345087,71.32319180454053,2.3293850011173123,767.7666420873699,1.4179575302295588,4.875323091796587,767.679271188899,1.5388716127332585,3.3648501723389086,7.811120543293718,2.230253898378828
Bajang,2036,4.8982570814168485,10.924696686268085,3.2805591963892633,71.2368964475253,2.36292925594323,767.7773895887929,1.316978427071148,4.9914434776770245,767.7666420873699,1.4179575302295588,3.3750046839345087,7.811120543293718,2.067599112261545
Bajang,2037,4.871591328269096,10.6906214145653,3.1877930422576077,71.18798718046676,2.404395232659954,767.7349792110299,1.2991528155685619,4.8982570814168485,767.7773895887929,1.316978427071148,3.2805591963892633,7.811120543293718,1.7100471946940243
Bajang,2038,4.819121068422415,10.792130207329658,3.1341484839943097,71.17218302878224,2.4353315697612374,767.8708219811751,1.2177240920434969,4.871591328269096,767.7349792110299,1.2991528155685619,3.1877930422576077,7.811120543293718,2.051204914083487
Bajang,2039,4.896812183115944,10.756566086541346,3.22807351897435,71.21039342070219,2.4582446745777573,767.7075208113284,1.1002617674967512,4.819121068422415,767.8708219811751,1.2177240920434969,3.1341484839943097,7.811120543293718,2.051204914083487
Bajang,2040,4.969706436933233,10.637240729975296,3.287587685029468,71.22898563124386,2.42271022810032,767.6700976260955,1.0213174199677009,4.896812183115944,767.7075208113284,1.1002617674967512,3.22807351897435,7.811120543293718,1.9640707255357694
Bajang,2041,5.118552089594016,10.683005612503468,3.2934532672124566,71.23942007278255,2.472108749116869,767.7564071906323,0.9668485341389299,4.969706436933233,767.6700976260955,1.0213174199677009,3.287587685029468,7.811120543293718,1.823315690377746
Bajang,2042,5.07714527783841,10.775409006565416,3.393111288400068,71.22478167785879,2.432771139411241,767.8381325140588,0.8346746676680292,5.118552089594016,767.7564071906323,0.9668485341389299,3.2934532672124566,7.811120543293718,1.9453390015882244
Bajang,2043,5.141768040439367,10.799033472024384,3.4251103719338274,71.12375518294682,2.486109834695859,767.7632908984712,0.82205991476693,5.07714527783841,767.8381325140588,0.8346746676680292,3.393111288400068,7.811120543293718,1.759405230777401
