District,YEAR,avg_temp,avg_max_temp,temp_range_stddev,avg_humidity,avg_wind,annual_precip,avg_temp_lag1,annual_precip_lag1,temp_range_stddev_lag1,predicted_avg_temp
Baglung,2028,13.609082713284774,17.944137662120127,3.2713105651871577,69.19239451805045,1.5203534048507046,1875.8055084773478,13.604757263322428,1875.8108132855525,3.2234749190609904,13.499209915437442
Baglung,2029,13.772304916478278,17.954427012084828,3.291645751793287,69.24600974200958,1.4969325523622388,1875.8109457420446,13.609082713284774,1875.8055084773478,3.2713105651871577,13.715275042151147
Baglung,2030,13.833259882914245,18.03872491574518,3.4993151607045196,69.37183871439485,1.4458882942133462,1875.9030672363494,13.772304916478278,1875.8109457420446,3.291645751793287,13.796830522110715
Baglung,2031,13.953945814966156,18.03758695000285,3.546956115437285,69.47977792815418,1.5554755794296742,1875.9591153245065,13.833259882914245,1875.9030672363494,3.4993151607045196,13.946207037245705
Baglung,2032,13.938018209257562,17.86032849906854,3.589369271222073,69.43621408391694,1.5395744997113383,1875.8514063107218,13.953945814966156,1875.9591153245065,3.546956115437285,13.946207037245705
Baglung,2033,13.99367245987693,17.84423180456198,3.485786364291285,69.47669433221854,1.5309766160426896,1875.921573119561,13.938018209257562,1875.8514063107218,3.589369271222073,13.947489112606382
Baglung,2034,14.050901220152872,17.899677086794792,3.357014431032944,69.44514835815433,1.2629497108018264,1876.0829799872993,13.99367245987693,1875.921573119561,3.485786364291285,14.006089591123851
Baglung,2035,14.118787065270064,17.767005588151747,3.271763061764075,69.39472056095182,1.240601244301881,1875.9698450282337,14.050901220152872,1876.0829799872993,3.357014431032944,14.081638557582366
Baglung,2036,14.048753356877453,17.650864248057832,3.3200608707357513,69.53318705947045,1.3016523921291623,1875.974506186227,14.118787065270064,1875.9698450282337,3.271763061764075,14.006089591123851
Baglung,2037,14.134509666477904,17.475614184754615,3.1894870620827183,69.58698399812876,1.2138914249763946,1875.9947874996003,14.048753356877453,1875.974506186227,3.3200608707357513,14.080505996548103
Baglung,2038,14.10113229815402,17.654046297321486,3.0270934804412937,69.4228281343469,1.2845035217984317,1876.088629709568,14.134509666477904,1875.9947874996003,3.1894870620827183,14.008986424472708
Baglung,2039,14.016421613818489,17.79279433386365,2.9629063178944,69.35061587740714,1.2555183870582416,1875.971151433557,14.10113229815402,1876.088629709568,3.0270934804412937,13.968993759181588
Baglung,2040,14.041856947470825,17.843890248715596,2.749985617809874,69.1394961395153,1.08794862975467,1876.099263855474,14.016421613818489,1875.971151433557,2.9629063178944,14.012521332501255
Baglung,2041,13.9095826456869,17.923643513215634,2.5928786126496743,69.05350299169645,1.1015588970600056,1876.1918287714702,14.041856947470825,1876.099263855474,2.749985617809874,13.818673489684903
Baglung,2042,14.055648182368435,17.93378994181387,2.5664702752551127,68.99213037202719,1.0204577981831882,1876.1171632200194,13.9095826456869,1876.1918287714702,2.5928786126496743,14.01466968782711
Baglung,2043,14.075462901362368,17.956651473060347,2.5610754822570385,68.95114253669945,1.0967682315750937,1876.132491522283,14.055648182368435,1876.1171632200194,2.5664702752551127,14.01466968782711
Baglung,2044,14.19712373500852,17.930770550635547,2.4453984667982693,69.16460158059348,1.0716542497666806,1876.1010201193517,14.075462901362368,1876.132491522283,2.5610754822570385,14.150259100325785
Baglung,2045,14.132483108982305,17.90734122933623,2.4832647685632323,69.08830011725641,0.9538918700769415,1876.1501792490922,14.19712373500852,1876.1010201193517,2.4453984667982693,14.090204678599642
Baglung,2046,14.198120160160784,17.730392579894467,2.652986759431852,69.13400562220902,0.982944286806344,1876.2248055108184,14.132483108982305,1876.1501792490922,2.4832647685632323,14.150273076011768
Baglung,2047,14.267897544990829,17.846638173453567,2.552818108967623,69.33873059416626,1.1573157252177466,1876.1769384236918,14.198120160160784,1876.2248055108184,2.652986759431852,14.200466356601323
Baglung,2048,14.280353710280492,17.829325511683532,2.4787167578998943,69.19914343814965,1.18129242890087,1876.2411930772687,14.267897544990829,1876.1769384236918,2.552818108967623,14.202600736241196
Baglung,2049,14.513225803149423,17.799643380516507,2.1610763107614157,69.18534281894205,0.8619878264575422,1876.2460074906503,14.280353710280492,1876.2411930772687,2.4787167578998943,14.485148975808972
Baglung,2050,14.37416899381753,17.741267062010817,2.1423776825185157,69.24993470628657,0.8961066166599313,1876.1153571187015,14.513225803149423,1876.2460074906503,2.1610763107614157,14.354721511358218
Baitadi,2020,9.333750323310248,15.259594442703664,3.316633747388348,65.1949156106264,2.127776633737756,821.6590620638963,9.363013698630136,821.62,3.3916464043187555,9.39212147095781
Baitadi,2021,9.334084194623117,15.331710453922359,3.3634938288772953,64.99938527760968,1.9139204956905629,821.6636588959926,9.333750323310248,821.6590620638963,3.316633747388348,9.378216931267204
Baitadi,2022,9.244460191511427,15.310503250097899,3.29246011551644,65.06711605859117,1.9349554184264228,821.8341563432881,9.334084194623117,821.6636588959926,3.3634938288772953,9.24005016896321
Baitadi,2023,9.24722491591599,15.237215363725436,3.464374414712495,65.1250176395118,1.9278929519430446,821.9665335567639,9.244460191511427,821.8341563432881,3.29246011551644,9.22851428427087
Baitadi,2024,9.18540706030688,15.231447336133634,3.4214068960562907,65.02375009151818,1.9108935748543303,822.0655898394837,9.24722491591599,821.9665335567639,3.464374414712495,9.152444304632061
Baitadi,2025,9.151647919624974,15.329129347430921,3.5521709481852968,65.02830625857011,1.9528256412723393,822.0732497243054,9.18540706030688,822.0655898394837,3.4214068960562907,9.185728865108263
Baitadi,2026,9.394072497915316,15.230183925313467,3.38787490808037,65.2761211286235,1.918476401276266,822.0342821572511,9.151647919624974,822.0732497243054,3.5521709481852968,9.375701004854339
Baitadi,2027,9.580098523014815,15.281889806548245,3.2337790728611857,65.233237313131,1.9240244340369794,822.0509523525682,9.394072497915316,822.0342821572511,3.38787490808037,9.690733094003079
Baitadi,2028,9.633256247995888,15.331096419272255,3.2426464708586797,65.22382771475696,2.0677086044490425,821.8715583449319,9.580098523014815,822.0509523525682,3.2337790728611857,9.709669486519415
Baitadi,2029,9.787929349367968,15.200915700116983,3.275415128897356,65.08395425548954,2.074898846159389,822.050639603853,9.633256247995888,821.8715583449319,3.2426464708586797,9.769547532760793
Baitadi,2030,9.836052029044208,15.157839524597783,3.393168821534876,65.0378916951256,2.2591354360611215,822.0572879196917,9.787929349367968,822.050639603853,3.275415128897356,9.7753389017927
Baitadi,2031,9.995731889326457,15.1656872963297,3.2432366087074946,65.14970836671218,2.1546793906668364,822.1385139001912,9.836052029044208,822.0572879196917,3.393168821534876,9.989483596135043
Baitadi,2032,9.97009955143574,15.153853561456696,3.1748954067823894,65.25918253535947,2.1216438778314504,822.279921333369,9.995731889326457,822.1385139001912,3.2432366087074946,9.959280561379659
Baitadi,2033,9.981361388423709,15.14462425954468,3.4482295756336323,65.0919145604528,2.0664034182133904,822.3954276780573,9.97009955143574,822.279921333369,3.1748954067823894,9.95525116699654
Baitadi,2034,10.052389156690838,15.2338481858497,3.430539812674995,64.82270157370293,2.3440787695608005,822.2722330746142,9.981361388423709,822.3954276780573,3.4482295756336323,10.0247685416925
Baitadi,2035,10.007256511504105,15.099545065824021,3.5434313630658187,64.97123234247506,2.177519744224147,822.203411736556,10.052389156690838,822.2722330746142,3.430539812674995,9.988201520774366
Baitadi,2036,10.013931678168849,15.0036210553835,3.6003884973626876,65.04792454994423,2.1773448269896054,822.0532969257492,10.007256511504105,822.203411736556,3.5434313630658187,9.988201520774366
Baitadi,2037,10.121646883758544,15.009792202500297,3.5665026038094334,64.98833093692939,2.1889485235939907,822.1396750475011,10.013931678168849,822.0532969257492,3.6003884973626876,10.120615331955719
Baitadi,2038,10.1512430648338,14.918434923424833,3.549744622727527,64.94095737190318,2.1599155567492696,822.1791475885267,10.121646883758544,822.1396750475011,3.5665026038094334,10.120615331955719
Baitadi,2039,10.22099822419382,14.940326665325514,3.5704191462442303,64.96127338120235,2.23100119298639,822.1519990697351,10.1512430648338,822.1791475885267,3.549744622727527,10.193438987140354
Baitadi,2040,10.215686595423763,14.93150626150615,3.8182183905881075,64.90561136931306,2.2134663318574934,822.1493903030171,10.22099822419382,822.1519990697351,3.5704191462442303,10.193438987140354
Baitadi,2041,10.24742923893656,14.772761285959108,3.8456407729031876,65.03019919284574,2.3567417330012144,822.2559508725933,10.215686595423763,822.1493903030171,3.8182183905881075,10.200165013473395
Baitadi,2042,10.12019496038302,14.669070162719215,3.7323139931679647,65.08164379384112,2.264267175253485,822.2628229440463,10.24742923893656,822.2559508725933,3.8456407729031876,10.124424985028943
Baitadi,2043,10.130505737299181,14.626262944552948,3.761797587950401,65.03205817301183,2.338082112414043,822.3087429701842,10.12019496038302,822.2628229440463,3.7323139931679647,10.124424985028943
Baitadi,2044,10.116332296616264,14.697528562752028,3.7453023334574524,64.96763979170578,2.4217907737365065,822.2923846412511,10.130505737299181,822.3087429701842,3.761797587950401,10.110253564724527
Baitadi,2045,10.120985471947066,14.823782558286563,3.609770117053503,64.93269655589935,2.3378097857998075,822.0886187370622,10.116332296616264,822.2923846412511,3.7453023334574524,10.124424985028943
Baitadi,2046,9.945500490906083,14.865355773373215,3.798757731573464,65.01684520754195,2.28934356093736,822.2662526248283,10.120985471947066,822.0886187370622,3.609770117053503,9.962288723848824
Baitadi,2047,9.912365710925382,15.08070469362177,3.7914038468500277,64.92115791875183,2.365715072287192,822.1045907944244,9.945500490906083,822.2662526248283,3.798757731573464,9.96345390452261
Baitadi,2048,9.854109803080526,15.195901974000419,3.63374440215227,64.97434920789907,2.4530202370158776,822.1228302917314,9.912365710925382,822.1045907944244,3.7914038468500277,9.768205038340568
Baitadi,2049,9.916709880470176,15.287695487523244,3.5661424812729257,64.99141361920258,2.377928372825277,821.9453052384536,9.854109803080526,822.1228302917314,3.63374440215227,9.96345390452261
Baitadi,2050,9.905523200556985,15.286420886257876,3.558938261200968,64.96979701301458,2.2374104946016398,821.8038528750951,9.916709880470176,821.9453052384536,3.5661424812729257,9.962288723848824
Bajang,2020,4.582814016367419,10.662167060414268,3.548278737280133,70.5580721253311,2.395509020565555,767.4090147537036,4.708301369863014,767.35,3.5705853111356336,4.493953882061769
Bajang,2021,4.489217598398529,10.526953826548661,3.5007520640992755,70.628016514513,2.3605947376117467,767.4091975656748,4.582814016367419,767.4090147537036,3.548278737280133,4.496155160315656
Bajang,2022,4.329614696105002,10.609369392977333,3.6597441756958675,70.68782540319627,2.321187547719688,767.368921526524,4.489217598398529,767.4091975656748,3.5007520640992755,4.500843414531275
Bajang,2023,4.441092529642811,10.612568429489105,3.7208870171395874,70.69078236323412,2.348502571730663,767.3317548777342,4.329614696105002,767.368921526524,3.6597441756958675,4.500843414531275
Bajang,2024,4.266872619904365,10.417274194634723,3.7828726205831895,70.52456680888467,2.403723851869275,767.2562209598187,4.441092529642811,767.3317548777342,3.7208870171395874,4.480818559337453
Bajang,2025,4.227825056749281,10.45794303215242,3.8098487334970503,70.68074909436896,2.2888123737684083,767.4042591447696,4.266872619904365,767.2562209598187,3.7828726205831895,4.500843414531275
Bajang,2026,4.159257045115727,10.428949046283982,3.6757225757377636,70.5418849787361,2.403080081271036,767.4668136012402,4.227825056749281,767.4042591447696,3.8098487334970503,4.480818559337453
Bajang,2027,4.176704864729699,10.293343567271434,3.713171797428643,70.36417130281305,2.09062005105521,767.430300927553,4.159257045115727,767.4668136012402,3.6757225757377636,3.725991610357232
Bajang,2028,4.141385205287222,10.27001021052613,3.534008009000884,70.15707394737404,2.0204805942284336,767.320506229673,4.176704864729699,767.430300927553,3.713171797428643,3.725991610357232
Bajang,2029,4.332758740551786,10.099875663237835,3.6158355096157755,70.2031951765122,2.2038367661642693,767.2932417725178,4.141385205287222,767.320506229673,3.534008009000884,3.729801263430458
Bajang,2030,4.1688009220208455,10.15519437604529,3.616354409281869,70.13000697979808,2.162918941171597,767.3689898179789,4.332758740551786,767.2932417725178,3.6158355096157755,3.725991610357232
Bajang,2031,4.146011562686976,10.177338361011646,3.539185360373387,70.06193730154142,2.2125259407953655,767.2638193067966,4.1688009220208455,767.3689898179789,3.616354409281869,3.729801263430458
Bajang,2032,4.112859821924212,10.192730225177156,3.5386194178877752,70.16823311252624,2.374119677495163,767.2754887071081,4.146011562686976,767.2638193067966,3.539185360373387,3.7251130092148395
Bajang,2033,3.975701779141159,10.124602420654309,3.542605590143761,69.98727094488133,2.2894509907565332,767.3045226566679,4.112859821924212,767.2754887071081,3.5386194178877752,3.729801263430458
Bajang,2034,4.045228045310791,10.206009994530525,3.5223444496380694,69.80010857907632,2.2843978842104242,767.3770909303233,3.975701779141159,767.3045226566679,3.542605590143761,3.729801263430458
Bajang,2035,4.1295326347060595,10.24450316121253,3.34174178132536,69.88103436727296,2.1915707142920877,767.5966970946942,4.045228045310791,767.3770909303233,3.5223444496380694,3.7272736857179107
Bajang,2036,4.089597507784077,10.292166821786292,3.3407482760427545,69.76174399116417,2.0582115523166844,767.519635510516,4.1295326347060595,767.5966970946942,3.34174178132536,3.722763706578173
Bajang,2037,4.049555584334448,10.25173752032277,3.439695156303318,69.86670174992669,2.2015471269600693,767.3597085463754,4.089597507784077,767.519635510516,3.3407482760427545,3.722763706578173
Bajang,2038,3.8234137873062086,10.411682790286365,3.4201442490911984,69.91063549679602,2.060188577888694,767.219520452577,4.049555584334448,767.3597085463754,3.439695156303318,4.498315836818727
Bajang,2039,3.690739893115196,10.49739011259885,3.51669513494167,70.01128704163129,1.9380088780755511,767.208295355941,3.8234137873062086,767.219520452577,3.4201442490911984,4.508154025638856
Bajang,2040,3.9088304756292236,10.304057824917093,3.6305532704261085,70.05916523728293,1.9368016971285162,767.2339428102396,3.690739893115196,767.208295355941,3.51669513494167,3.2415929588190537
Bajang,2041,3.7926207970960157,10.104810492385912,3.705584852283045,70.16391438262015,1.785581308065861,767.2947094276908,3.9088304756292236,767.2339428102396,3.6305532704261085,3.7095711442537636
Bajang,2042,3.783282864711598,10.281722720642975,3.6932433483235605,70.18298188089038,1.773365549958791,767.3584380009808,3.7926207970960157,767.2947094276908,3.705584852283045,3.2415929588190537
Bajang,2043,3.641566971652718,10.124591035717456,3.622669102518011,70.29089477038238,1.9007236365935443,767.3679823535599,3.783282864711598,767.3584380009808,3.6932433483235605,3.2415929588190537
Bajang,2044,3.631624060610327,10.158232264222589,3.620480409800563,70.27864580402847,1.9592523506729687,767.2491865058897,3.641566971652718,767.3679823535599,3.622669102518011,3.2691336891033296
Bajang,2045,3.684854834442283,10.039816536023176,3.59288835543506,70.3848654402356,1.9504925437213345,767.2237184323037,3.631624060610327,767.2491865058897,3.620480409800563,3.2691336891033296
Bajang,2046,3.6435641348404135,10.044831911820792,3.550675439418073,70.45593118007194,2.06507136245278,767.488618257951,3.684854834442283,767.2237184323037,3.59288835543506,3.258013424922522
Bajang,2047,3.652876726886249,9.98283126517758,3.4572903154044305,70.36857692981347,1.8708104523405913,767.5761652626626,3.6435641348404135,767.488618257951,3.550675439418073,3.2428750341797326
Bajang,2048,3.736605288998771,10.010180668126257,3.523563904701926,70.33819964325704,1.84989594181969,767.6574465085521,3.652876726886249,767.5761652626626,3.4572903154044305,3.2415929588190537
Bajang,2049,3.6403784623562356,9.98666350342592,3.3829851801552815,70.41564779237154,1.9523238098501612,767.5829979793564,3.736605288998771,767.6574465085521,3.523563904701926,3.2704157644640084
Bajang,2050,3.5521894109447243,9.945244052979094,3.3227636746427915,70.38483311729225,2.043821625307002,767.5917937337861,3.6403784623562356,767.5829979793564,3.3829851801552815,3.259295500283201
Banke,2020,21.640712579529097,27.000069308851362,3.631462619290676,60.12355110317654,2.1339987751324134,1502.7264762886032,21.75093150684932,1502.75,3.656128954194649,21.666479606718575
Banke,2021,21.62549377546664,26.92926639630391,3.696647686963175,60.08218219154032,2.241496497477572,1502.6033327941102,21.640712579529097,1502.7264762886032,3.631462619290676,21.607737577238247
Banke,2022,21.604943086895855,26.85974823216581,3.759974106106176,60.00148696307577,2.3169313452401505,1502.5359833138298,21.62549377546664,1502.6033327941102,3.696647686963175,21.607737577238247
Banke,2023,21.491010579304476,26.727391873272026,3.7987092837997505,60.06263421023949,2.192155123331415,1502.478173919512,21.604943086895855,1502.5359833138298,3.759974106106176,21.49254178562305
Banke,2024,21.732116445019745,26.786899141021763,3.6611724201192657,60.13027675706254,2.0658212257987976,1502.4131135634623,21.491010579304476,1502.478173919512,3.7987092837997505,21.711210180488756
Banke,2025,21.624987800340502,27.00028206014812,3.556609713667508,60.05188618109733,2.2155518998702375,1502.5000916406414,21.732116445019745,1502.4131135634623,3.6611724201192657,21.607737577238247
Banke,2026,21.466466822540323,26.950908387626995,3.45255447278936,60.11638628917843,2.3205651157380034,1502.4337821551583,21.624987800340502,1502.5000916406414,3.556609713667508,21.468063534747404
Banke,2027,21.322677608146716,27.058424703843908,3.634114543160197,60.17995771141059,2.4674525318682834,1502.4733000720914,21.466466822540323,1502.4337821551583,3.45255447278936,21.298297047775502
Banke,2028,21.361833615178192,26.92496669035048,3.61496523645193,60.198953038140246,2.5367625712447706,1502.4888643479674,21.322677608146716,1502.4733000720914,3.634114543160197,21.38620673567231
Banke,2029,21.369483713068377,27.113070955559735,3.717940863565416,60.21787095723116,2.5736221278403515,1502.2917109058205,21.361833615178192,1502.4888643479674,3.61496523645193,21.38620673567231
Banke,2030,21.41879077177948,27.148217383520045,3.7143397924285115,60.07884613339282,2.790840968182086,1502.1719469622074,21.369483713068377,1502.2917109058205,3.717940863565416,21.40694043256149
Banke,2031,21.42594384074072,27.292631656028853,3.735889888456937,60.06709642243197,2.7264336148919655,1502.174545978086,21.41879077177948,1502.1719469622074,3.7143397924285115,21.40694043256149
Banke,2032,21.57737882496152,27.171059339365932,3.5651396127720534,60.135582306015614,2.855576713787113,1502.1861764238784,21.42594384074072,1502.174545978086,3.735889888456937,21.627872350181566
Banke,2033,21.456702851717075,27.08302842002673,3.3719275993105184,60.18255803980067,2.8256120992877842,1502.2896713216599,21.57737882496152,1502.1861764238784,3.5651396127720534,21.488198307690723
Banke,2034,21.53176238019899,26.87714538461283,3.452736517009021,60.0943372332865,2.7223176208898052,1502.484786070058,21.456702851717075,1502.2896713216599,3.3719275993105184,21.56090151871372
Banke,2035,21.667845608765344,26.703036171550877,3.395533514548181,60.04322723638945,2.6531808100315937,1502.5090918182639,21.53176238019899,1502.484786070058,3.452736517009021,21.677271336868724
Banke,2036,21.598756587500656,26.664947235076358,3.289424952571526,60.1823814764482,2.8303916119566153,1502.3748905939472,21.667845608765344,1502.5090918182639,3.395533514548181,21.627265355686934
Banke,2037,21.620751418185023,26.675422755935124,3.2432294506184225,60.09309497787486,2.929484649472909,1502.3505278496284,21.598756587500656,1502.3748905939472,3.289424952571526,21.627265355686934
Banke,2038,21.653043403735047,26.55261707200696,3.3989277732803465,60.1905051287437,2.9795841185459278,1502.4371040080948,21.620751418185023,1502.3505278496284,3.2432294506184225,21.68789645502257
Banke,2039,21.724335343369237,26.581948913173047,3.527384628908354,60.13058141378865,3.041163721665622,1502.368815365048,21.653043403735047,1502.4371040080948,3.3989277732803465,21.733234023287384
Banke,2040,21.696270705532726,26.609958448988262,3.657194948133369,60.210562351699146,3.062257671933585,1502.2321705477311,21.724335343369237,1502.368815365048,3.527384628908354,21.705588284858305
Banke,2041,21.723483737185568,26.74515703084527,3.553121359177877,60.15531810832667,3.09912834789545,1502.1882814371127,21.696270705532726,1502.2321705477311,3.657194948133369,21.733234023287384
Banke,2042,21.606268610945367,26.839188695812034,3.410426265879965,60.10360335896562,3.0423311402035673,1502.2524926191381,21.723483737185568,1502.1882814371127,3.553121359177877,21.627265355686934
Banke,2043,21.55992701332017,26.655318870794094,3.558534108847782,60.122873700073235,2.859676334604807,1502.1545766275879,21.606268610945367,1502.2524926191381,3.410426265879965,21.561508513208352
Banke,2044,21.656590129456777,26.603808056304008,3.711863209820799,60.24619956621623,2.7379442782890537,1502.316616050563,21.55992701332017,1502.1545766275879,3.558534108847782,21.688503449517203
Banke,2045,21.64555617784176,26.573104857134826,3.7184746567083526,60.3587666109194,2.922928534489096,1502.2499040491173,21.656590129456777,1502.316616050563,3.711863209820799,21.688503449517203
Banke,2046,21.590750954560285,26.518512689150196,3.767657454991583,60.278249236926605,2.79446775197949,1502.2103995539214,21.64555617784176,1502.2499040491173,3.7184746567083526,21.627872350181566
